Column1,Column2,Column3,Column4,Column5,Column6,Column7
player_id,player_name,player_number,position,country,date_of_birth,height
p1906,Steffen Iversen,\N,Forward,Norway,1976-11-10,185
p1907,Jason Dodd,\N,Defender,England,1970-11-02,180
p19071,Uwe Hünemeier,\N,Defender,Germany,1986-01-09,189
p19074,Damiá,\N,Defender,Spain,1982-04-15,188
p1908,Willem Korsten,\N,Midfielder,Netherlands,1975-01-21,191
p19084,George Elokobi,\N,Defender,Cameroon,1986-01-31,185
p1909,John Beresford,\N,Defender,England,1966-09-04,168
p19093,Adriano Rigoglioso,\N,Midfielder,England,1979-05-28,185
p19094,Paul Green,\N,Defender,England,1987-04-15,173
p1910,Justin Edinburgh,\N,Defender,England,1969-12-18,175
p19101,Dimitrios Konstantopoulos,\N,Goalkeeper,Greece,1978-11-29,193
p1911,Anthony Ormerod,\N,Midfielder,England,1979-03-31,178
p19112,Ryan France,\N,Midfielder,England,1980-12-13,180
p19115,Curtis Davies,\N,Defender,England,1985-03-15,188
p1912,Espen Baardsen,\N,Goalkeeper,Norway,1977-12-07,196
p19124,Marc Tierney,\N,Defender,England,1985-08-23,184
p1913,Chris Marsden,\N,,England,1969-01-03,183
p1914,David Ginola,\N,Forward,France,1967-01-25,186
p1915,Claus Lundekvam,\N,Defender,Norway,1973-02-22,191
p19151,Chris Brunt,\N,Midfielder,Northern Ireland,1984-12-14,187
p19159,Ashley Williams,\N,Defender,Wales,1984-08-23,183
p1916,Jason Gavin,\N,Defender,Ireland,1980-03-14,183
p19160,Johan Djourou,\N,Defender,Switzerland,1987-01-18,191
p19163,Adam Le Fondre,\N,Forward,England,1986-12-02,180
p1917,Ramon Vega,\N,Defender,Switzerland,1971-06-14,191
p191769,Jonathan Benteke,\N,Forward,Belgium,1995-04-28,186
p1918,Dean Richards,\N,Defender,England,1974-06-09,188
p19182,Matty Fryatt,\N,Forward,England,1986-03-05,178
p191866,Kristoffer Ajer,20,Defender,Norway,1998-04-17,196
p19188,Scott Dann,\N,Defender,England,1987-02-14,188
p1919,Chris Armstrong,\N,Forward,England,1971-06-19,183
p19194,David Martin,25,Goalkeeper,England,1986-01-22,185
p19196,Jamie Mackie,\N,Forward,Scotland,1985-09-22,173
p19197,Jason David Ian Puncheon,\N,,England,1986-06-18,173
p1920,Michael Cummins,\N,Midfielder,Ireland,1978-06-01,183
p1921,Matthew Le Tissier,\N,Midfielder,England,1968-10-14,185
p192182,Kieran O'Hara,\N,Goalkeeper,Ireland,1996-04-22,191
p1922,Oyvind Leonhardsen,\N,Midfielder,Norway,1970-08-17,177
p19223,Colin Kazim-Richards,\N,Midfielder,Turkey,1986-08-26,185
p192286,Callum Buckley,\N,Defender,England,1996-01-12,175
p192290,Connor Roberts,14,Defender,Wales,1995-09-23,175
p1923,Matt Oakley,\N,Midfielder,England,1977-08-17,178
p192301,Jon Gorenc Stankovic,\N,Defender,Slovenia,1996-01-14,190
p192303,Christoph Zimmermann,6,Defender,Germany,1993-01-12,194
p192358,Rory Watson,\N,Goalkeeper,England,1996-02-05,190
p19236,John Ruddy,21,Goalkeeper,England,1986-10-24,193
p1924,Ruel Fox,\N,Forward,Montserrat,1968-01-14,168
p19244,Stephen Vaughan,\N,Defender,England,1985-01-22,175
p1925,Mark Hughes,\N,Forward,Wales,1963-11-01,174
p19256,Tony Williams,\N,Goalkeeper,Wales,1977-09-20,\N
p1926,David Howells,\N,Midfielder,England,1967-12-15,183
p19265,James Keene,\N,Forward,England,1985-12-26,180
p1927,John Scales,\N,Defender,England,1966-07-04,188
p19272,Gareth McAuley,\N,Defender,Northern Ireland,1979-12-05,191
p19273,Gary Taylor-Fletcher,\N,Forward,England,1981-06-04,183
p19277,Jon Parkin,\N,Forward,England,1981-12-30,193
p192792,Mattias Kait,\N,Midfielder,Estonia,1998-06-29,186
p1928,José Dominguez,\N,Forward,Portugal,1974-02-16,164
p192895,Kieran Tierney,3,Defender,Scotland,1997-06-05,178
p1929,Richard Dryden,\N,Defender,England,1969-06-14,183
p19292,Ryan Amoo,\N,Midfielder,England,1983-10-11,178
p1930,Luke Young,\N,Defender,England,1979-07-19,183
p1931,Allan Nielsen,\N,Midfielder,Denmark,1971-03-13,178
p193101,Vashon Neufville,\N,Defender,England,1999-07-18,173
p193109,Callum Slattery,\N,Midfielder,England,1999-02-08,175
p193111,Todd Cantwell,14,Midfielder,England,1998-02-27,177
p19313,Ashley Probets,\N,Defender,England,1984-12-13,\N
p1932,Neil Moss,\N,Goalkeeper,England,1975-05-10,188
p19321,Simeon Jackson,\N,Forward,Canada,1987-03-28,170
p1933,Stephen Clemence,\N,Midfielder,England,1978-03-31,180
p19330,Martyn O'Connor,\N,Midfielder,England,1967-12-10,175
p1934,Ledley King,\N,Defender,England,1980-10-12,188
p19341,Russell Martin,\N,Defender,Scotland,1986-01-04,183
p19342,Ikechi Anya,\N,Midfielder,Scotland,1988-01-03,166
p19345,Adam Birchall,\N,Forward,Wales,1984-12-02,168
p193488,Anwar El Ghazi,21,Midfielder,Netherlands,1995-05-03,188
p1935,Stuart Ripley,\N,Midfielder,England,1967-11-20,180
p19352,Gavin Williams,\N,Midfielder,Wales,1980-07-20,178
p1936,Mark Gower,\N,Midfielder,England,1978-10-05,180
p193645,Robin Koch,5,Defender,Germany,1996-07-17,192
p1937,Francis Benali,\N,Defender,England,1968-12-30,178
p1938,James Beattie,\N,Forward,England,1978-02-27,185
p19388,James Ashmore,\N,Midfielder,England,1986-03-02,173
p1939,Marian Pahars,\N,Forward,Latvia,1976-08-05,173
p19393,Danny Collins,\N,Defender,Wales,1980-08-06,185
p19394,Stephen Elliott,\N,Midfielder,Ireland,1984-01-06,176
p1940,Wayne Bridge,\N,Defender,England,1980-08-05,178
p19400,Kyel Reid,\N,Midfielder,England,1987-11-26,178
p194010,Rico Henry,3,Defender,England,1997-07-08,170
p19403,Rob Constable,\N,Defender,England,1986-01-26,\N
p194033,Adnan Maric,\N,Midfielder,Sweden,1997-02-17,183
p19404,Barry Corr,\N,Forward,Ireland,1985-04-02,191
p19405,Will Coyles,\N,Goalkeeper,England,1985-12-20,183
p19406,Kevin Cronin,\N,Defender,England,1985-05-18,\N
p19407,Stewart Edwards,\N,Defender,England,1984-10-01,\N
p19408,Nicky Gray,\N,Midfielder,England,1985-10-17,\N
p19410,Andy Keogh,\N,Forward,Ireland,1986-05-16,183
p19412,Brenton Leister,\N,,England,1985-09-03,\N
p194126,Michael Verrips,\N,Goalkeeper,Netherlands,1996-12-03,195
p19413,Sean McDaid,\N,Defender,Scotland,1986-06-03,168
p19415,Damian Reeves,\N,Forward,England,1985-12-18,176
p194164,Mason Holgate,4,Defender,England,1996-10-22,184
p19417,Martin Woods,\N,Midfielder,Scotland,1986-01-01,175
p19419,Gary Cahill,\N,Defender,England,1985-12-19,193
p194190,Harry Souttar,\N,Defender,Australia,1998-10-22,198
p1942,David Hughes,\N,Midfielder,England,1972-12-30,178
p19421,Daniel Karbassiyoon,\N,Forward,Iran,1984-08-10,\N
p19422,Patrick Cregg,\N,Midfielder,Ireland,1986-02-21,175
