Column1,Column2,Column3,Column4,Column5,Column6,Column7
player_id,player_name,player_number,position,country,date_of_birth,height
p59966,Alexandre Lacazette,9,Forward,France,1991-05-28,175
p59968,Mark Halstead,\N,Goalkeeper,England,1990-09-17,191
p59970,Federico Macheda,\N,Forward,Italy,1991-08-22,185
p60025,James Rodríguez,\N,Midfielder,Colombia,1991-07-12,180
p60084,David Cornell,\N,Goalkeeper,Wales,1991-03-28,180
p60122,Danzelle St Louis-Hamilton,\N,Goalkeeper,England,1990-05-07,190
p60159,Fábio Ferreira,\N,Midfielder,Portugal,1989-05-03,178
p60160,Joe Anderson,\N,Defender,England,1989-10-13,180
p60165,Wahbi Khazri,\N,Midfielder,Tunisia,1991-02-08,182
p60168,Dean Lyness,\N,Goalkeeper,England,1991-07-20,185
p60232,Craig Dawson,15,Defender,England,1990-05-06,188
p60248,Kyle Fraser-Allen,\N,Midfielder,England,1990-02-02,180
p60252,Andros Townsend,14,Midfielder,England,1991-07-16,181
p60253,Calum Butcher,\N,Defender,England,1991-02-26,196
p60270,Simone Zaza,\N,Forward,Italy,1991-06-25,186
p60292,Danny Hutchins,\N,Defender,England,1989-09-23,183
p6030,Martin Herrera,\N,Goalkeeper,Argentina,1970-09-13,185
p60307,Pascal Groß,13,Midfielder,Germany,1991-06-15,181
p60314,Ryan Gazet Du Chattelier,\N,Forward,Australia,1991-02-17,196
p60433,Antonio German,\N,Forward,Grenada,1991-12-26,181
p6047,Javi Moreno,\N,Forward,Spain,1974-09-10,178
p60479,Henrik Dalsgaard,\N,Defender,Denmark,1989-07-27,192
p60488,Tom Adeyemi,\N,Midfielder,England,1991-10-24,185
p60490,Danny Wilson,\N,Defender,Scotland,1991-12-27,187
p6050,Kasey Keller,\N,Goalkeeper,United States,1969-11-29,188
p60551,Ashley Westwood,18,Midfielder,England,1990-04-01,175
p60586,Jóhann Gudmundsson,7,Midfielder,Iceland,1990-10-27,186
p60598,Aleksandar Dragovic,\N,Defender,Austria,1991-03-06,186
p6068,Gustavo Bartelt,\N,Forward,Argentina,1974-09-02,180
p60689,Chris Wood,9,Forward,New Zealand,1991-12-07,191
p60706,Adrián,13,Goalkeeper,Spain,1987-01-03,190
p6072,César,\N,Goalkeeper,Spain,1971-09-02,185
p6074,Ivan Campo,\N,Midfielder,Spain,1974-02-21,185
p6075,Julio Santos,\N,Defender,Brazil,1978-11-18,186
p60772,Thibaut Courtois,\N,Goalkeeper,Belgium,1992-05-11,199
p60794,Adam Matthews,\N,Defender,Wales,1992-01-13,178
p6081,Geremi,\N,Midfielder,Cameroon,1978-12-20,177
p6083,Claude Makelele,\N,Midfielder,France,1973-02-18,174
p60865,Apostolos Vellios,\N,Forward,Greece,1992-01-08,191
p60914,Joel Matip,32,Defender,Cameroon,1991-08-08,195
p60938,Gregg Wylde,\N,Defender,Scotland,1991-03-23,176
p6099,Javier De Pedro,\N,Midfielder,Spain,1973-08-04,180
p61,David Batty,\N,Midfielder,England,1968-12-02,173
p61023,Bruno Ribeiro,\N,Defender,Brazil,1983-04-01,172
p6112,Mauricio Pellegrino,\N,Defender,Argentina,1971-10-05,193
p6125,Ricardo,\N,Goalkeeper,Spain,1971-12-30,187
p61262,Oscar,\N,Midfielder,Brazil,1991-09-09,179
p6127,Gabriel Heinze,\N,Defender,Argentina,1978-04-19,178
p61302,Ryan Allsop,\N,Goalkeeper,England,1992-06-17,189
p61316,Joselu,\N,Forward,Spain,1990-03-27,192
p61366,Kevin De Bruyne,17,Midfielder,Belgium,1991-06-28,181
p6145,Iván Kaviedes,\N,,Ecuador,1977-10-24,182
p61538,Callum McManaman,\N,Midfielder,England,1991-04-25,175
p61548,Manolo Gabbiadini,\N,Forward,Italy,1991-11-26,181
p61558,Thiago,6,Midfielder,Spain,1991-04-11,174
p61566,Roberto Pereyra,\N,Midfielder,Argentina,1991-01-07,182
p61595,Marc Muniesa,\N,Defender,Spain,1992-03-27,179
p61600,Romaine Sawyers,\N,Midfielder,St. Kitts & Nevis,1991-11-02,175
p61601,Paul Downing,\N,Defender,England,1991-10-26,188
p61602,Corry Evans,\N,Defender,Northern Ireland,1990-07-30,180
p61603,Danny Drinkwater,\N,Midfielder,England,1990-03-05,178
p61604,Matty James,\N,Midfielder,England,1991-07-22,181
p61739,Maxime Le Marchand,\N,Defender,France,1989-10-11,185
p61760,Kristoffer Nordfeldt,\N,Goalkeeper,Sweden,1989-06-23,190
p61810,Pontus Jansson,18,Defender,Sweden,1991-02-13,194
p61855,Vegard Forren,\N,Defender,Norway,1988-02-16,186
p61858,Mame Biram Diouf,\N,Forward,Senegal,1987-12-16,185
p6186,Yordi,\N,Forward,Spain,1974-09-14,185
p61887,Bongani Khumalo,\N,Defender,South Africa,1987-01-06,188
p61898,Mix Diskerud,\N,Midfielder,United States,1990-10-02,184
p61916,Stefan Johansen,\N,Midfielder,Norway,1991-01-08,182
p61933,Shane Duffy,24,Defender,Ireland,1992-01-01,193
p61934,Jo Inge Berget,\N,Forward,Norway,1990-09-11,184
p61944,Shane Ferguson,\N,Defender,Northern Ireland,1991-07-12,178
p62023,Jonathan Parr,\N,Defender,Norway,1988-10-21,182
p6219,Sylvain Distin,\N,Defender,France,1977-12-16,193
p6220,Aliou Cisse,\N,Midfielder,Senegal,1976-03-24,180
p6223,Talal El Karkouri,\N,Defender,Morocco,1976-07-08,186
p6224,Bernard Mendy,\N,Defender,France,1981-08-20,180
p6227,Ali Benarbia,\N,Midfielder,Algeria,1968-10-08,173
p6228,Édouard Cissé,\N,Midfielder,France,1978-03-30,186
p6229,Pierre Ducrocq,\N,Midfielder,France,1976-12-18,180
p6230,Jay Jay Okocha,\N,Midfielder,Nigeria,1973-08-14,175
p62305,Vlad Chiriches,\N,Defender,Romania,1989-11-14,184
p6231,Stéphane Dalmat,\N,Midfielder,France,1979-02-16,181
p6233,Laurent Robert,\N,Midfielder,France,1975-05-21,173
p62372,Rafael Romo,\N,Goalkeeper,Venezuela,1990-02-25,197
p62398,Nemanja Matic,31,Midfielder,Serbia,1988-08-01,194
p62399,Dusan Tadic,\N,Midfielder,Serbia,1988-11-20,181
p6240,Shola Ameobi,\N,Forward,Nigeria,1981-10-12,190
p62419,Nikica Jelavic,\N,Forward,Croatia,1985-08-27,187
p6245,Patrick Blondeau,\N,Defender,France,1968-01-27,174
p6247,Sébastien Pérez,\N,Defender,France,1973-11-24,178
p6249,Bruno N'Gotty,\N,Defender,France,1971-06-10,185
p6251,Abdoulaye Méité,\N,Defender,Cote D`Ivoire,0000-00-00,\N
p6252,Zoumana Camara,\N,Defender,France,1979-04-03,182
p6253,Lilian Martin,\N,Defender,France,1971-05-28,183
p6254,William Gallas,\N,Defender,France,1977-08-17,181
p6256,Klas Ingesson,\N,Midfielder,Sweden,1968-08-20,191
p6261,Djamel Belmadi,\N,Midfielder,Algeria,0000-00-00,\N
p6267,Ibrahima Bakayoko,\N,Forward,Cote D`Ivoire,0000-00-00,\N
p6272,Jean-Alain Boumsong,\N,Defender,France,1979-12-14,190
p62748,Billy Dennehy,\N,Midfielder,Ireland,1987-02-17,180
p6277,Stephane Guivarc'h,\N,Forward,France,1970-09-06,179
p6278,Teemu Tainio,\N,Midfielder,Finland,1979-11-27,176
p6285,Amdy Faye,\N,Midfielder,Senegal,1977-03-12,183
p6286,Djibril Cissé,\N,Forward,France,1981-08-12,183
p6290,Olivier Kapo,\N,Midfielder,France,1980-09-27,185
p6295,Khalilou Fadiga,\N,Midfielder,Senegal,1974-12-30,183
p62974,Erik Lamela,\N,Midfielder,Argentina,1992-03-04,181
p6298,Zdenek Grygera,\N,Defender,Czech Republic,0000-00-00,\N
p6299,Vladimir Labant,\N,Defender,Slovakia,1974-06-08,188
p63078,Jóan Símun Edmundsson,\N,Forward,Faroe Islands,1991-07-26,185
p6311,Jirí Jarosik,\N,Midfielder,Czech Republic,1977-10-27,195
p63370,James McClean,\N,Midfielder,Ireland,1989-04-22,180
p63426,Enda Stevens,\N,Defender,Ireland,1990-07-09,183
p63480,Stephen Bradley,\N,Midfielder,Ireland,1984-11-19,170
p6350,Tomasz Radzinski,\N,Forward,Canada,1973-12-14,174
p6362,Aruna Dindane,\N,Forward,Cote D`Ivoire,0000-00-00,\N
p6366,Kevin Kyle,\N,Forward,Scotland,1981-06-07,191
p6367,Scott Taylor,\N,Midfielder,England,1970-11-23,178
p6383,Toni Kallio,\N,Defender,Finland,1978-08-09,193
p6406,Giuseppe Mazzarelli,\N,Forward,Switzerland,0000-00-00,\N
p6434,Razvan Rat,\N,Defender,Romania,1981-05-26,178
p6476,Patrick Valery,\N,Defender,France,1969-07-03,178
p6482,Lilian Nalis,\N,Midfielder,France,1971-09-29,185
p6483,Piotr Swierczewski,\N,Midfielder,Poland,1972-04-08,180
p6484,Pierre-Yves André,\N,Forward,France,0000-00-00,\N
p6487,Pierre Laurent,\N,Midfielder,France,1970-12-13,173
p6497,Jerome Bonnissel,\N,Midfielder,France,1973-04-16,178
p6498,Francois Grenet,\N,Defender,France,1975-03-08,180
p6500,David Sommeil,\N,Defender,France,1974-08-10,178
p6504,Sylvain Legwinski,\N,Midfielder,France,1973-06-10,185
p6507,Alexei Smertin,\N,Midfielder,Russia,1975-05-01,173
p6516,Brian McBride,\N,Forward,United States,1972-06-19,185
p65314,Thordur Ingason,\N,Goalkeeper,Iceland,0000-00-00,\N
p65403,Tim McCann,\N,Defender,Northern Ireland,1980-03-22,175
p6541,Ferdinand Coly,\N,Defender,Senegal,1973-09-10,179
p6543,Franck Dumas,\N,Defender,France,1968-01-09,180
p6544,Valérien Ismaël,\N,Defender,France,1975-09-28,191
p6545,Youl Mawene,\N,Defender,France,1979-07-16,185
p6547,Franck Queudrue,\N,Defender,France,1978-08-27,183
p6554,Michael Debeve,\N,Midfielder,France,1970-12-01,183
p6557,El Hadji Diouf,\N,Forward,Senegal,1981-01-15,183
p6558,Lamine Sakho,\N,Forward,Senegal,1977-09-28,178
p6559,Antoine Sibierski,\N,Midfielder,France,1974-08-05,188
p6563,Pascal Cygan,\N,Defender,France,1974-04-29,192
p65807,Stefan Savic,\N,Defender,Montenegro,1991-01-08,187
p6587,Patrice Carteron,\N,Defender,France,1970-07-30,183
p6590,Florent Laville,\N,Defender,France,1973-08-07,185
p6596,Steed Malbranque,\N,Midfielder,France,1980-01-06,171
p65972,Declan John,\N,Defender,Wales,1995-06-30,178
p6601,Steve Marlet,\N,Forward,France,1974-01-10,180
p6608,Taribo West,\N,Defender,Nigeria,1974-03-26,185
p6618,Andriy Shevchenko,\N,Forward,Ukraine,1976-09-29,183
p66221,Andre Blackman,\N,Defender,England,1990-11-10,183
p66228,Filip Djuricic,\N,Midfielder,Serbia,1992-01-30,176
p66242,Davy Pröpper,\N,Midfielder,Netherlands,1991-09-02,185
p66247,Marvin Zeegelaar,\N,Defender,Netherlands,1990-08-12,186
p6644,Roque Júnior,\N,,Brazil,1976-08-31,186
p66583,Hendry Thomas,\N,Midfielder,Honduras,1985-02-23,181
p66587,Craig Eastmond,\N,Midfielder,England,1990-12-09,173
p66588,Luke Ayling,2,Defender,England,1991-08-25,185
p66589,Gilles Sunu,\N,Forward,Togo,1991-03-30,181
p66601,Björn Bussmann,\N,Goalkeeper,Germany,1991-03-18,185
p6661,Sebastien Schemmel,\N,Defender,France,1975-06-02,178
p6667,Mario Espartero,\N,Midfielder,France,1978-01-17,173
p6668,Chris Bennion,\N,Goalkeeper,Scotland,1980-08-30,188
p66733,Juan Cuadrado,\N,Midfielder,Colombia,1988-05-26,179
p66749,Romelu Lukaku,9,Forward,Belgium,1993-05-13,190
p66797,Simon Mignolet,\N,Goalkeeper,Belgium,1988-03-06,193
p6681,Martin Djetou,\N,Midfielder,France,1974-01-15,180
p66838,Cenk Tosun,20,Forward,Turkey,1991-06-07,183
p66842,André Schürrle,\N,Midfielder,Germany,1990-11-06,184
p6688,Ousmane Dabo,\N,Midfielder,France,1977-02-08,183
p66921,Ashley Eastham,\N,Defender,England,1991-03-22,191
p6694,Shabani Nonda,\N,Forward,DR Congo,0000-00-00,\N
p66957,Rémy Cabella,\N,Midfielder,France,1990-03-08,171
p66975,Luka Milivojevic,4,Midfielder,Serbia,1991-04-07,186
p66978,Marvin Sordell,\N,Forward,England,1991-02-17,178
p670,Danny Granville,\N,Defender,England,1975-01-19,180
p6708,Mathieu Berson,\N,Midfielder,France,1980-02-23,180
p67089,Martin Dúbravka,1,Goalkeeper,Slovakia,1989-01-15,190
p6714,Salomon Olembé,\N,Midfielder,Cameroon,1980-12-08,170
p67184,Roderick Miranda,\N,Defender,Portugal,1991-03-30,191
p6723,Viorel Moldovan,\N,Forward,Romania,1972-07-08,178
p67242,Filip Kiss,\N,Midfielder,Slovakia,1990-10-13,186
p6730,Lamine Diatta,\N,Defender,Senegal,1975-07-02,183
p6734,Anthony Réveillere,\N,Defender,France,1979-11-10,181
p6735,Christian Bassila,\N,Midfielder,France,1977-10-05,192
p67412,Etien Velikonja,\N,Forward,Slovenia,1988-12-26,178
p6744,Lee Grant,13,Goalkeeper,England,1983-01-27,193
p6749,Cyril Chapuis,\N,,France,1979-03-21,183
p67527,Allan-Roméo Nyom,\N,Defender,Cameroon,1988-05-10,188
p6769,Salif Diao,\N,Midfielder,Senegal,1977-02-10,185
p67731,Alejandro Faurlin,\N,Midfielder,Argentina,1986-08-09,185
p67734,Matthew Lund,\N,Midfielder,Northern Ireland,1990-11-21,170
p67735,Ben Marshall,\N,Midfielder,England,1991-03-29,183
p6783,Bjorn Tore Kvarme,\N,Defender,Norway,1972-06-17,185
p6784,Lucien Mettomo,\N,Defender,Cameroon,1977-04-19,186
p6787,Jean-Guy Wallemme,\N,Defender,France,1967-08-10,185
p68002,Ben Reeves,\N,Defender,Northern Ireland,1991-11-19,178
p6808,Habib Beye,\N,Defender,Senegal,1977-10-19,183
p68205,Anton Peterlin,\N,Midfielder,United States,1987-04-04,180
p68250,Matej Delac,\N,Goalkeeper,Croatia,1992-08-20,190
p68259,Chris Mavinga,\N,Defender,DR Congo,1991-05-26,182
p68312,Xherdan Shaqiri,\N,Midfielder,Switzerland,1991-10-10,169
p6851,Andreas Isaksson,\N,Goalkeeper,Sweden,1981-10-03,200
p68582,Andrej Kramaric,\N,Forward,Croatia,1991-06-19,177
p6863,Andrejs Stolcers,\N,Midfielder,Latvia,1974-07-08,180
p68660,Bence Szabó,\N,,Hungary,1990-01-10,190
p6881,Amir Karic,\N,Defender,Slovenia,1973-12-31,185
p68815,Steven Caulker,\N,Defender,Sierra Leone,1991-12-29,191
p6894,Jovan Kirovski,\N,Midfielder,United States,1976-03-18,186
p68983,Matthew Lowton,2,Defender,England,1989-06-09,180
p69140,Shkodran Mustafi,\N,Defender,Germany,1992-04-17,184
p69143,Juraj Kucka,33,Midfielder,Slovakia,1987-02-26,186
p6920,Isaac Okoronkwo,\N,Defender,Nigeria,1978-05-01,187
p6930,Stelios Giannakopoulos,\N,Midfielder,Greece,1974-07-12,170
p6959,Mario Jardel,\N,Forward,Brazil,1973-09-18,185
p6967,Bülent Akin,\N,Midfielder,Turkey,1979-08-28,185
p6972,Walter Pandiani,\N,Forward,Uruguay,1976-04-27,185
p6991,Angelos Basinas,\N,Midfielder,Greece,1976-01-03,180
p6994,Giorgos Karagounis,\N,Midfielder,Greece,1977-03-06,176
p69960,Philipp Wollscheid,\N,Defender,Germany,1989-03-06,194
p7013,Stig Johansen,\N,Forward,Norway,1972-06-13,175
p7015,Rade Prica,\N,Forward,Sweden,1980-06-30,185
p7029,Hernán Crespo,\N,Forward,Argentina,1975-07-05,184
p7034,Juan Sebastián Verón,\N,Midfielder,Argentina,1975-03-09,182
p7035,Attilio Lombardo,\N,Midfielder,Italy,1966-01-06,178
p7036,Fabrizio Ravanelli,\N,Forward,Italy,1968-12-11,188
p70428,Sergio Tejera,\N,Midfielder,Spain,1990-05-28,180
p7043,Arni Gauter Arason,\N,Goalkeeper,Iceland,1975-05-07,188
p7052,Stale Stensaas,\N,,Norway,1971-07-07,178
p70755,Frank Nouble,\N,Forward,England,1991-09-24,190
p70760,Anthony Edgar,\N,Midfielder,England,1990-09-30,172
p70762,Olly Lee,\N,Midfielder,England,1991-07-11,181
p70767,Matt Fry,\N,Defender,England,1990-09-26,185
p70769,Cristian Montaño,\N,Forward,Colombia,1991-12-11,186
p70771,Ahmed Abdullah,\N,Forward,Saudi Arabia,1991-11-12,173
p7086,Jari Litmanen,\N,Forward,Finland,1971-02-20,182
p7093,William Prunier,\N,Defender,France,1967-08-14,185
p7097,Laurent Courtois,\N,Midfielder,France,1978-09-11,173
p7101,Mehdi Nafti,\N,Midfielder,Tunisia,1978-11-28,175
p7117,Sekou Berthe,\N,Defender,Mali,1977-07-10,193
p7127,Luciano Zavagno,\N,Defender,Argentina,1977-08-06,183
p71416,Sebastian Olszar,\N,Forward,Poland,1981-12-16,182
p7154,Hidetoshi Nakata,\N,Midfielder,Japan,0000-00-00,\N
p71639,Stephen Sama,\N,Defender,Germany,1993-03-05,189
p7166,Matteo Ferrari,\N,Defender,Italy,1979-12-05,188
p717,David Robertson,\N,Midfielder,Scotland,1968-10-17,180
p71738,Marco Stiepermann,\N,Midfielder,Germany,1991-02-09,190
p7185,Philemon Masinga,\N,Forward,South Africa,1969-06-21,188
p719,David Hopkin,\N,Midfielder,Scotland,1970-08-21,183
p7195,John Mensah,\N,Defender,Ghana,1982-11-29,178
p71963,Ulises Dávila,\N,Midfielder,Mexico,1991-04-13,172
p720,Bruno Ribeiro,\N,Midfielder,Portugal,1975-10-22,173
p7209,Pierre Wome,\N,Defender,Cameroon,1979-03-26,181
p72222,Mateusz Klich,43,Midfielder,Poland,1990-06-13,183
p7235,Nicola Ventola,\N,Forward,Italy,1978-05-24,185
p72681,Denis Odoi,\N,Defender,Belgium,1988-05-27,178
p72799,Luca Scapuzzi,\N,Forward,Italy,1991-04-15,182
p72950,Jeffrey Ntuka,\N,Defender,South Africa,1985-05-10,176
p7312,Sixto Peralta,\N,Midfielder,Argentina,1979-04-16,175
p73314,Willian José,\N,Forward,Brazil,1991-11-23,189
p73321,Wes Fletcher,\N,Forward,England,1991-02-28,180
p7339,Alessandro Pellicori,\N,Forward,Italy,1981-07-22,181
p73426,Andre Gray,\N,Forward,Jamaica,1991-06-26,178
p73439,Ole Söderberg,\N,Goalkeeper,Sweden,1990-07-20,194
p73442,Joe Mason,\N,Forward,England,1991-05-13,178
p73446,Elvijs Putnins,\N,Goalkeeper,Latvia,1991-06-12,188
p73459,Jazz Richards,\N,Midfielder,Wales,1991-04-12,185
p73463,Casey Thomas,\N,Forward,Wales,1990-11-14,179
p73470,Josh Knight,\N,Midfielder,Wales,1990-11-16,185
p73472,Lateef Elford-Alliyu,\N,Forward,Nigeria,1992-06-01,173
p73494,Grzegorz Krychowiak,\N,Midfielder,Poland,1990-01-29,186
p73698,Miguel Layún,\N,Defender,Mexico,1988-06-25,180
p73716,Jack Hunt,\N,Defender,England,1990-12-06,175
p7374,Dino Baggio,\N,,Italy,1971-07-24,188
p73816,Ben Roberts,\N,Goalkeeper,England,1975-06-22,188
p7386,Patrick Mboma,\N,Forward,Cameroon,1970-11-15,186
p73889,Diafra Sakho,\N,Forward,Senegal,1989-12-24,184
p73983,Curtis Obeng,\N,Defender,England,1989-02-14,173
p73994,Fernando Guerrero,\N,,Ecuador,1989-07-31,170
p7400,Marco Materazzi,\N,Defender,Italy,1973-08-19,193
p74033,Sam Clucas,\N,Midfielder,England,1990-09-25,178
p74192,Marvin Johnson,\N,Midfielder,England,1990-12-01,178
p74208,Paul Pogba,6,Midfielder,France,1993-03-15,191
p74230,Patrick van Aanholt,\N,Defender,Netherlands,1990-08-29,176
p74235,Román Golobart,\N,Defender,Spain,1992-03-21,193
p74297,Leandro Bacuna,\N,Midfielder,Curacao,1991-08-21,187
p74363,Itay Shechter,\N,Forward,Israel,1987-02-22,178
p74375,Ezequiel Schelotto,\N,Defender,Argentina,1989-05-23,187
p7445,Marco Amelia,\N,Goalkeeper,Italy,1982-04-02,190
p74471,Aaron Mooy,\N,Midfielder,Australia,1990-09-15,174
p7459,David Pizarro,\N,Midfielder,Chile,1979-09-11,170
p74854,Simon Moore,\N,Goalkeeper,England,1990-05-19,191
p74959,Louis Almond,\N,Forward,England,1992-01-05,180
p75039,Nik Kudiersky,\N,Defender,England,1991-02-15,185
p75040,Chris Anderson,\N,Midfielder,England,1990-10-02,181
p75041,Alex-Ray Harvey,\N,Midfielder,England,1990-04-04,168
p75043,Ben Hoskin,\N,Defender,England,1990-10-08,185
p75047,Cody Arnoux,\N,Forward,United States,0000-00-00,\N
p75115,Callum Wilson,9,Forward,England,1992-02-27,180
p7515,Grégory Vignal,\N,Defender,France,1981-07-19,182
p7522,Ebi Smolarek,\N,Midfielder,Poland,1981-01-09,178
p7524,Petri Pasanen,\N,Defender,Finland,1980-09-24,187
p7525,Steven Pienaar,\N,Midfielder,South Africa,1982-03-17,170
p7545,Steven Caldwell,\N,Defender,Scotland,1980-09-12,181
p7546,Kevin McLeod,\N,Midfielder,England,1980-09-12,180
p7547,Peter Clarke,\N,Defender,England,1982-01-03,183
p7549,Alton Thelwell,\N,Defender,England,1980-09-05,183
p7551,Joleon Lescott,\N,Defender,England,1982-08-16,190
p75773,Lee Chung-Yong,\N,Midfielder,South Korea,1988-07-02,180
p75804,Diego Fabbrini,\N,Forward,Italy,1990-07-31,181
p75826,Danny Ward,\N,Forward,England,1991-12-11,178
p75841,Joe McKee,\N,Midfielder,Scotland,1992-10-31,180
p75880,Daniel Ayala,\N,Defender,Spain,1990-11-07,190
p7597,David Connolly,\N,Forward,Ireland,1977-06-06,173
p75992,James Spray,\N,Forward,England,1992-12-02,183
p75996,Jordan Cook,\N,Forward,England,1990-03-20,174
p76010,Gary Mills,\N,Midfielder,England,1961-11-11,175
p76226,Chris Lynch,\N,Defender,England,1991-01-31,191
p76227,Fraser Fyvie,\N,Midfielder,Scotland,1993-03-27,172
p7627,Tony Capaldi,\N,Midfielder,Northern Ireland,1981-08-12,183
p76306,Lukas Rupp,7,Midfielder,Germany,1991-01-08,178
p7631,David Vaughan,\N,Midfielder,Wales,1983-02-18,171
p7635,Stephen Hunt,\N,Midfielder,Ireland,1981-08-01,175
p76356,Gautier Mahoto,\N,Midfielder,France,1992-02-21,181
p76357,Tom Cairney,\N,Midfielder,Scotland,1991-01-20,186
p76358,James Hurst,\N,Defender,England,1992-01-31,183
p76359,Phil Jones,4,Defender,England,1992-02-21,180
p7636,Steve Kabba,\N,Forward,England,1981-03-07,178
p76360,Nathaniel Mendez-Laing,\N,Midfielder,England,1992-04-15,180
p7637,Elvis Hammond,\N,Forward,Ghana,1980-10-06,177
p7638,Mark Hudson,\N,Defender,England,1982-03-30,185
p7640,Gareth Williams,\N,Midfielder,Scotland,1981-12-16,180
p76428,Dave Parton,\N,Goalkeeper,England,1992-11-22,185
p76429,Louis Moult,\N,Forward,England,1992-05-14,183
p7645,Phil Jagielka,\N,Midfielder,England,1982-08-17,180
p76490,Matthew Saunders,\N,Midfielder,England,1989-09-12,180
p7650,Matthew Hamshaw,\N,Midfielder,England,1982-01-01,178
p7652,Derek Geary,\N,Defender,Ireland,1980-06-19,168
p7653,Owen Morrison,\N,Forward,Northern Ireland,1981-12-08,173
p76542,Ki Sung-Yueng,\N,Midfielder,South Korea,1989-01-24,189
p7659,Iain Hume,\N,Forward,Canada,1983-10-30,170
p76593,Marlon Pack,\N,Midfielder,England,1991-03-25,188
p7664,Lee Cook,\N,Forward,England,1982-08-03,175
p7666,Michael Thomas,\N,Midfielder,England,1967-08-24,175
p7670,Keith Andrews,\N,Midfielder,Ireland,1980-09-13,183
p7674,Mark Clyde,\N,Defender,Northern Ireland,1982-12-27,185
p76743,Samuel Cox,\N,Midfielder,Guyana,1990-10-10,165
p76749,Tom Kilbey,\N,Midfielder,England,1990-10-22,191
p7681,Kevin O'Connor,\N,Forward,Ireland,1982-02-24,180
p7698,Chris Armstrong,\N,Defender,Scotland,1982-08-05,175
p7712,Sam Ricketts,\N,Defender,Wales,1981-10-11,185
p7715,Michael Twiss,\N,Midfielder,England,1977-12-26,180
p7718,Jamie Ashdown,\N,Goalkeeper,England,1980-11-30,178
p77305,Oussama Assaidi,\N,Midfielder,Morocco,1988-08-15,177
p77359,Florian Lejeune,\N,Defender,France,1991-05-20,189
p7741,Mick Galloway,\N,Midfielder,Scotland,1974-10-13,180
p77453,Jeffrey Bruma,\N,Defender,Netherlands,1991-11-13,190
p77454,Fabio Borini,\N,Forward,Italy,1991-03-29,180
p77542,Michael Uwezu,\N,Forward,England,1990-12-12,170
p77543,Keanu Marsh-Brown,\N,Defender,Guyana,1992-10-08,181
p77544,Alex Smith,\N,Defender,England,1991-10-31,175
p77610,Danny Batth,\N,Defender,England,1990-09-21,191
p77637,David Ball,\N,Forward,England,1989-12-14,183
p7776,Chris Greenacre,\N,Forward,England,1977-12-23,180
p77760,Cristian Gamboa,\N,Defender,Costa Rica,1989-10-24,175
p77762,Bryan Oviedo,\N,Defender,Costa Rica,1990-02-18,172
p77770,Jan Sebek,\N,Goalkeeper,Czech Republic,1991-03-31,194
p77777,Ahmed Hegazi,\N,Defender,Egypt,1991-01-25,193
p7778,Lee Williamson,\N,Midfielder,Jamaica,1982-06-07,178
p77794,Kieran Trippier,\N,Defender,England,1990-09-19,178
p77796,Alex Nimely,\N,Forward,England,1991-05-11,180
p77800,Gary Gardner,\N,Midfielder,England,1992-06-29,188
p77801,Andrew Tutte,\N,Midfielder,England,1990-09-21,175
p77815,Dan Preston,\N,Defender,England,1991-09-26,180
p77816,James Tavernier,\N,Defender,England,1991-10-31,182
p77817,Lennard Sowah,\N,Defender,Germany,1992-08-23,187
p77818,James Shea,\N,Goalkeeper,England,1991-06-16,186
p77875,Yun Suk-Young,\N,Defender,South Korea,1990-02-13,182
p77877,Kim Bo-Kyung,\N,Midfielder,South Korea,1989-10-06,178
p7789,Wesley Boyle,\N,Midfielder,Northern Ireland,1979-03-30,178
p7792,Hannu Tihinen,\N,Defender,Finland,1976-07-01,190
p7799,Shefki Kuqi,\N,Forward,Finland,1976-11-10,191
p7800,Aki Riihilahti,\N,Midfielder,Finland,1976-09-09,185
p78006,Jamie Proctor,\N,Forward,England,1992-03-25,188
p78007,Joshua King,7,Forward,Norway,1992-01-15,180
p78008,Magnus Wolff Eikrem,\N,Midfielder,Norway,1990-08-08,173
p78056,Oriol Romeu,6,Midfielder,Spain,1991-09-24,183
p7809,Bosko Balaban,\N,Forward,Croatia,1978-10-15,180
p78091,Gastón Ramírez,\N,Midfielder,Uruguay,1990-12-02,183
p7810,Stipe Pletikosa,\N,Goalkeeper,Croatia,1979-01-08,193
p78108,Sebastián Coates,\N,Defender,Uruguay,1990-10-07,196
p7815,Igor Biscan,\N,Midfielder,Croatia,1978-05-04,191
p78154,Jayden Stockley,\N,Forward,England,1993-09-15,188
p78219,Gai Assulin,\N,Midfielder,Israel,1991-04-09,177
p7822,Gavin Holligan,\N,Forward,England,1980-06-13,178
p7824,Idan Tal,\N,Midfielder,Israel,1975-09-13,178
p78270,Hope Akpan,\N,Midfielder,Nigeria,1991-08-14,182
p78293,Hólmar Örn Eyjólfsson,\N,Defender,Iceland,1990-08-06,190
p78315,Joel Robles,\N,Goalkeeper,Spain,1990-06-17,195
p78356,Charlie Austin,\N,Forward,England,1989-07-05,188
p78412,Shinji Okazaki,\N,Forward,Japan,1986-04-16,174
p78464,Moses Barnett,\N,Defender,England,1990-12-03,191
p78472,George Francomb,\N,Defender,England,1991-09-08,180
p78586,Daniel Emmanuel,\N,Midfielder,England,1982-07-27,\N
p78603,Jonathan Bond,\N,Goalkeeper,England,1993-05-19,196
p78607,Kenny McLean,23,Midfielder,Scotland,1992-01-08,183
